,id,Age
0,74051,7.728889160897403
1,74052,7.699865980282562
2,74053,10.404610341794513
3,74054,9.545109314634505
4,74055,7.511526722965856
5,74056,12.225087683345965
6,74057,10.597842670866752
7,74058,8.433859695086278
8,74059,11.977232733035773
9,74060,10.471528528923105
10,74061,13.011732725693914
11,74062,9.91394362394594
12,74063,4.759489614066469
13,74064,12.811802003000775
14,74065,5.547832330805617
15,74066,6.41395072114325
16,74067,10.954155416882275
17,74068,11.883571818184745
18,74069,10.72944555496963
19,74070,10.26470811874562
20,74071,15.508121744628394
21,74072,9.52153334122287
22,74073,8.857411224541478
23,74074,8.706217273258334
24,74075,12.8804012530396
25,74076,9.474198911836076
26,74077,13.826537064268582
27,74078,11.851330980603443
28,74079,9.433056320563495
29,74080,10.973659284306343
30,74081,11.127476690621066
31,74082,9.586962520596936
32,74083,9.542336606886208
33,74084,13.276404178382247
34,74085,11.75177472844242
35,74086,6.836879032686582
36,74087,9.584296733451135
37,74088,11.546376687659379
38,74089,9.079288981719142
39,74090,10.286609424001249
40,74091,7.696617510596369
41,74092,9.514714394501652
42,74093,11.201062106885146
43,74094,10.402776349117616
44,74095,17.177686702722255
45,74096,10.84487771921815
46,74097,6.544038177875307
47,74098,6.173141394334991
48,74099,13.039331436750373
49,74100,10.393703258894025
50,74101,9.995775877988558
51,74102,9.97622429412041
52,74103,9.185857820295473
53,74104,10.208300516437141
54,74105,8.763074554652041
55,74106,11.923104550117518
56,74107,10.194000542977307
57,74108,5.787099568267047
58,74109,9.272617038182576
59,74110,6.064118269820873
60,74111,11.377652183170987
61,74112,6.833617099281323
62,74113,8.899533232085691
63,74114,10.949419511150229
64,74115,8.407494888572856
65,74116,9.040095410755963
66,74117,13.551507283338882
67,74118,10.963304230603473
68,74119,9.030566409693808
69,74120,15.461027942954342
70,74121,10.523994373875933
71,74122,6.900737702727767
72,74123,12.010934957243652
73,74124,5.436619367291906
74,74125,7.448878893306711
75,74126,7.151186088525833
76,74127,11.629105873013895
77,74128,11.471016139679701
78,74129,9.674857892969715
79,74130,11.120976089776256
80,74131,11.111992813745665
81,74132,7.604979187271288
82,74133,10.242850451316421
83,74134,11.726241754771092
84,74135,4.744074311719688
85,74136,6.87223416804386
